Region_ID,Side,ID_Path,Region,Abbr
647,R,/997/8/567/688/695/315/453/322/345/657/,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3
648,R,/997/1009/967/933/948/658/,lateral lemniscus,ll
651,R,/997/8/343/1065/354/370/661/,Facial motor nucleus,VII
652,R,/997/8/567/688/695/315/1057/662/,"Gustatory areas, layer 6b",GU6b
653,R,/997/8/567/688/695/698/631/647/663/,"Cortical amygdalar area, posterior part, medial zone",COApm
654,R,/997/8/567/688/695/1089/822/909/926/664/,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3
655,R,/997/1009/967/840/21/665/,"lateral olfactory tract, body",lot
657,R,/997/8/567/688/695/315/184/667/,"Frontal pole, layer 2/3",FRP2/3
660,R,/997/8/567/688/695/315/453/322/361/670/,"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3
661,R,/997/8/567/688/695/315/254/894/671/,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1
662,R,/997/8/567/623/477/485/672/,Caudoputamen,CP
663,R,/997/1009/991/824/46/673/,mammillary peduncle,mp
665,R,/997/8/567/688/695/315/95/119/675/,"Agranular insular area, ventral part, layer 6a",AIv6a
668,R,/997/8/567/688/695/315/247/1011/678/,"Dorsal auditory area, layer 4",AUDd4
669,R,/997/8/343/1065/771/1117/679/,Superior central nucleus raphe,CS
670,R,/997/8/567/688/695/315/714/746/680/,"Orbital area, ventrolateral part, layer 6b",ORBvl6b
671,R,/997/1009/991/824/46/681/,mammillotegmental tract,mtg
675,R,/997/8/343/1129/549/864/637/685/,Ventral medial nucleus of the thalamus,VM
677,R,/997/8/567/688/695/315/254/886/687/,"Retrosplenial area, ventral part, layer 5",RSPv5
679,R,/997/8/343/1129/1097/141/689/,Ventrolateral preoptic nucleus,VLPO
680,R,/997/1009/991/824/46/690/,mammillothalamic tract,mtt
682,R,/997/8/567/688/695/315/922/692/,"Perirhinal area, layer 5",PERI5
683,R,/997/8/343/1129/1097/467/693/,Ventromedial hypothalamic nucleus,VMH
684,R,/997/8/567/688/695/315/95/119/694/,"Agranular insular area, ventral part, layer 2/3",AIv2/3
686,R,/997/8/567/688/695/315/247/1027/696/,"Posterior auditory area, layer 1",AUDpo1
687,R,/997/1009/967/792/932/697/,medial lemniscus,ml
688,R,/997/8/567/688/695/698/,Olfactory areas,OLF
689,R,/997/8/567/688/695/315/95/119/699/,"Agranular insular area, ventral part, layer 6b",AIv6b
692,R,/997/8/567/688/695/315/453/322/353/702/,"Primary somatosensory area, nose, layer 5",SSp-n5
693,R,/997/8/567/688/703/,Cortical subplate,CTXsp
694,R,/997/8/567/688/695/315/95/119/704/,"Agranular insular area, ventral part, layer 1",AIv1
696,R,/997/8/343/313/323/1100/706/,Olivary pretectal nucleus,OP
697,R,/997/8/567/688/695/315/44/707/,"Infralimbic area, layer 1",ILA1
701,R,/997/8/343/1065/354/386/720/711/,Cuneate nucleus,CU
708,R,/997/8/343/1129/549/864/637/709/718/,Ventral posterolateral nucleus of the thalamus,VPL
711,R,/997/8/567/688/695/315/669/385/721/,"Primary visual area, layer 4",VISp4
715,R,/997/8/343/1129/549/864/637/709/725/,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc
717,R,/997/8/567/688/695/1089/822/909/926/727/,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5
718,R,/997/1009/960/728/,arbor vitae,arb
719,R,/997/8/567/688/695/315/541/729/,"Temporal association areas, layer 6a",TEa6a
722,R,/997/8/343/1129/1097/467/331/491/732/,"Medial mammillary nucleus, median part",MMme
723,R,/997/8/343/1129/549/864/637/709/733/,Ventral posteromedial nucleus of the thalamus,VPM
725,R,/997/8/567/688/695/315/247/1002/735/,"Primary auditory area, layer 1",AUDp1
731,R,/997/8/343/1129/549/864/637/709/741/,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc
733,R,/997/8/567/688/695/1089/822/909/926/743/,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6
734,R,/997/1009/960/744/,cerebellar commissure,cbc
739,R,/997/8/343/313/323/749/,Ventral tegmental area,VTA
740,R,/997/8/567/688/695/315/669/425/750/,"Posterolateral visual area, layer 1",VISpl1
743,R,/997/1009/991/824/46/753/,principal mammillary tract,pm
744,R,/997/8/567/623/477/493/754/,Olfactory tubercle,OT
745,R,/997/8/567/688/695/315/247/1018/755/,"Ventral auditory area, layer 2/3",AUDv2/3
747,R,/997/8/343/313/323/757/,Ventral tegmental nucleus,VTN
749,R,/997/8/567/688/695/315/247/1027/759/,"Posterior auditory area, layer 4",AUDpo4
753,R,/997/8/343/1129/1097/141/763/,Vascular organ of the lamina terminalis,OV
755,R,/997/8/343/1065/354/370/765/,Nucleus x,x
757,R,/997/8/567/688/695/315/500/993/767/,"Secondary motor area, layer 5",MOs5
761,R,/997/8/343/1065/771/,Pons,P
762,R,/997/8/567/688/695/315/31/48/772/,"Anterior cingulate area, ventral part, layer 5",ACAv5
763,R,/997/8/343/1065/354/370/773/,Hypoglossal nucleus,XII
764,R,/997/8/567/688/695/315/254/894/774/,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5
768,R,/997/8/567/688/695/315/669/385/778/,"Primary visual area, layer 5",VISp5
770,R,/997/8/567/688/703/780/,Posterior amygdalar nucleus,PA
771,R,/997/8/343/1065/354/370/781/,Nucleus y,y
773,R,/997/8/567/688/695/315/95/104/783/,"Agranular insular area, dorsal part, layer 6a",AId6a
774,R,/997/1009/983/784/,corticospinal tract,cst
776,R,/997/8/567/688/695/315/541/786/,"Temporal association areas, layer 6b",TEa6b
778,R,/997/8/567/688/695/698/788/,Piriform-amygdalar area,PAA
781,R,/997/8/567/688/695/315/247/1027/791/,"Posterior auditory area, layer 5",AUDpo5
784,R,/997/1009/967/901/229/794/,spinal tract of the trigeminal nerve,sptV
785,R,/997/8/343/313/323/795/,Periaqueductal gray,PAG
787,R,/997/8/343/1129/1097/290/797/,Zona incerta,ZI
788,R,/997/1009/967/798/,facial nerve,VIIn
790,R,/997/8/567/688/695/315/95/119/800/,"Agranular insular area, ventral part, layer 5",AIv5
792,R,/997/1009/991/824/1083/802/,stria medullaris,sm
793,R,/997/8/567/623/803/,Pallidum,PAL
794,R,/997/8/343/1129/1097/290/797/804/,Fields of Forel,FF
795,R,/997/8/567/688/695/315/669/533/805/,"posteromedial visual area, layer 1",VISpm1
796,R,/997/8/567/688/695/315/453/378/806/,"Supplemental somatosensory area, layer 2/3",SSs2/3
800,R,/997/8/567/688/695/315/31/48/810/,"Anterior cingulate area, ventral part, 6a",ACAv6a
801,R,/997/8/343/313/339/4/811/,"Inferior colliculus, central nucleus",ICc
802,R,/997/1009/960/752/326/812/,superior cerebellar peduncle decussation,dscp
804,R,/997/8/567/688/695/698/814/,Dorsal peduncular area,DP
806,R,/997/8/567/688/695/315/247/1002/816/,"Primary auditory area, layer 4",AUDp4
809,R,/997/8/567/688/695/315/31/48/819/,"Anterior cingulate area, ventral part, 6b",ACAv6b
810,R,/997/8/343/313/339/4/820/,"Inferior colliculus, dorsal nucleus",ICd
811,R,/997/8/567/688/695/315/669/385/821/,"Primary visual area, layer 2/3",VISp2/3
817,R,/997/8/567/688/695/315/44/827/,"Infralimbic area, layer 5",ILA5
818,R,/997/8/343/313/339/4/828/,"Inferior colliculus, external nucleus",ICe
820,R,/997/8/343/1129/1097/141/830/,Dorsomedial nucleus of the hypothalamus,DMH
821,R,/997/8/567/688/695/315/95/104/831/,"Agranular insular area, dorsal part, layer 6b",AId6b
822,R,/997/1009/967/832/,oculomotor nerve,IIIn
824,R,/997/8/343/313/339/302/834/,"Superior colliculus, zonal layer",SCzo
826,R,/997/8/567/688/695/315/895/836/,Ectorhinal area/Layer 1,ECT1
828,R,/997/8/567/688/695/315/453/322/353/838/,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3
829,R,/997/8/343/1065/354/370/839/,Dorsal motor nucleus of the vagus nerve,DMX
831,R,/997/1009/967/933/948/841/,trapezoid body,tb
832,R,/997/8/343/313/339/302/842/,"Superior colliculus, superficial gray layer",SCsg
833,R,/997/8/567/688/695/1089/822/843/,Parasubiculum,PAR
834,R,/997/8/567/688/695/315/500/985/844/,"Primary motor area, Layer 6a",MOp6a
836,R,/997/8/512/519/846/,Dentate nucleus,DN
837,R,/997/8/567/688/695/315/247/1002/847/,"Primary auditory area, layer 5",AUDp5
838,R,/997/1009/967/848/,optic nerve,IIn
839,R,/997/8/567/688/695/315/677/849/,"Visceral area, layer 6b",VISC6b
840,R,/997/1009/960/752/326/850/,uncinate fascicle,uf
841,R,/997/8/343/313/339/302/851/,"Superior colliculus, optic layer",SCop
842,R,/997/8/343/1065/354/370/852/,Parvicellular reticular nucleus,PARN
844,R,/997/8/567/688/695/315/453/322/369/854/,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3
847,R,/997/8/567/688/695/315/677/857/,"Visceral area, layer 6a",VISC6a
849,R,/997/8/343/1065/354/370/859/,Parasolitary nucleus,PAS
852,R,/997/8/567/688/695/315/453/378/862/,"Supplemental somatosensory area, layer 6a",SSs6a
853,R,/997/1009/1000/863/,rubrospinal tract,rust
856,R,/997/1009/960/752/326/866/,ventral spinocerebellar tract,sctv
857,R,/997/8/343/1065/771/1132/867/,Parabrachial nucleus,PB
859,R,/997/8/567/688/695/315/669/425/869/,"Posterolateral visual area, layer 4",VISpl4
862,R,/997/8/343/313/348/165/872/,Dorsal nucleus raphe,DR
863,R,/997/8/567/688/695/315/453/378/873/,"Supplemental somatosensory area, layer 1",SSs1
864,R,/997/8/343/313/339/874/,Parabigeminal nucleus,PBG
868,R,/997/8/567/688/695/315/453/322/345/878/,"Primary somatosensory area, mouth, layer 1",SSp-m1
870,R,/997/8/343/1065/771/987/880/,Dorsal tegmental nucleus,DTN
872,R,/997/8/567/688/695/315/500/985/882/,"Primary motor area, Layer 6b",MOp6b
874,R,/997/1009/991/768/884/,amygdalar capsule,amc
878,R,/997/8/567/688/695/315/922/888/,"Perirhinal area, layer 2/3",PERI2/3
879,R,/997/8/567/688/695/315/453/322/353/889/,"Primary somatosensory area, nose, layer 6a",SSp-n6a
883,R,/997/8/567/688/695/315/453/378/893/,"Supplemental somatosensory area, layer 6b",SSs6b
887,R,/997/8/567/688/695/315/677/897/,"Visceral area, layer 1",VISC1
888,R,/997/8/343/1065/771/987/898/,Pontine central gray,PCG
890,R,/997/1009/967/840/900/,"anterior commissure, olfactory limb",aco
892,R,/997/8/567/688/695/315/669/425/902/,"Posterolateral visual area, layer 5",VISpl5
893,R,/997/8/343/1065/354/386/903/,External cuneate nucleus,ECU
895,R,/997/8/567/688/695/315/669/402/905/,"Anterolateral visual area, layer 2/3",VISal2/3
896,R,/997/8/567/688/695/315/254/894/906/,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a
897,R,/997/8/343/1129/549/856/51/907/,Paracentral nucleus,PCN
898,R,/997/1009/991/768/908/,"anterior commissure, temporal limb",act
900,R,/997/8/567/688/695/315/714/731/910/,"Orbital area, medial part, layer 6a",ORBm6a
901,R,/997/1009/967/911/,trochlear nerve,IVn
902,R,/997/8/512/528/645/912/,Lingula (I),LING
904,R,/997/8/343/1129/1097/141/914/,Posterodorsal preoptic nucleus,PD
906,R,/997/1009/967/848/916/,brachium of the superior colliculus,bsc
909,R,/997/8/567/688/695/315/31/39/919/,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a
914,R,/997/1009/983/784/924/,cerebal peduncle,cpd
917,R,/997/8/567/688/695/315/31/39/927/,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b
919,R,/997/8/567/688/695/315/453/322/353/929/,"Primary somatosensory area, nose, layer 6b",SSp-n6b
920,R,/997/8/343/1129/549/856/51/930/,Parafascicular nucleus,PF
921,R,/997/8/343/1065/771/987/931/,Pontine gray,PG
925,R,/997/8/567/688/695/315/31/39/935/,"Anterior cingulate area, dorsal part, layer 1",ACAd1
926,R,/997/8/512/528/645/936/,Declive (VI),DEC
929,R,/997/8/343/1065/354/370/135/939/,"Nucleus ambiguus, dorsal division",AMBd
930,R,/997/1009/991/768/940/,cingulum bundle,cing
933,R,/997/8/567/688/695/315/500/985/943/,"Primary motor area, Layer 2/3",MOp2/3
934,R,/997/8/512/528/645/944/,Folium-tuber vermis (VII),FOTU
935,R,/997/8/567/688/695/315/453/322/369/945/,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a
936,R,/997/8/343/1129/1097/467/946/,Posterior hypothalamic nucleus,PH
939,R,/997/1009/967/949/,vomeronasal nerve,von
940,R,/997/8/567/688/695/315/453/322/345/950/,"Primary somatosensory area, mouth, layer 4",SSp-m4
941,R,/997/8/512/528/645/951/,Pyramus (VIII),PYR
942,R,/997/8/567/688/703/942/952/,"Endopiriform nucleus, dorsal part",EPd
944,R,/997/8/567/688/695/315/247/1002/954/,"Primary auditory area, layer 6a",AUDp6a
945,R,/997/8/343/1065/354/370/235/955/,"Lateral reticular nucleus, magnocellular part",LRNm
946,R,/997/1009/983/776/956/,"corpus callosum, anterior forceps",fa
947,R,/997/8/512/528/645/957/,Uvula (IX),UVU
949,R,/997/8/567/688/695/315/247/1018/959/,"Ventral auditory area, layer 1",AUDv1
951,R,/997/8/567/688/695/698/961/,Piriform area,PIR
952,R,/997/8/567/688/695/315/500/993/962/,"Secondary motor area, layer 2/3",MOs2/3
953,R,/997/8/343/1065/354/370/235/963/,"Lateral reticular nucleus, parvicellular part",LRNp
954,R,/997/1009/983/776/964/,"corpus callosum, extreme capsule",ee
955,R,/997/8/567/688/695/315/254/894/965/,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3
956,R,/997/8/567/688/703/942/966/,"Endopiriform nucleus, ventral part",EPv
958,R,/997/8/512/528/645/968/,Nodulus (X),NOD
959,R,/997/8/567/688/695/315/714/746/969/,"Orbital area, ventrolateral part, layer 1",ORBvl1
960,R,/997/8/343/1065/354/370/938/970/,"Paragigantocellular reticular nucleus, dorsal part",PGRNd
961,R,/997/1009/983/776/971/,"corpus callosum, posterior forceps",fp
963,R,/997/8/567/688/695/315/669/409/973/,"Lateral visual area, layer 2/3",VISl2/3
964,R,/997/8/567/688/695/315/453/322/345/974/,"Primary somatosensory area, mouth, layer 5",SSp-m5
965,R,/997/8/343/313/323/975/,Edinger-Westphal nucleus,EW
966,R,/997/8/512/528/645/920/976/,Lobule II,CENT2
967,R,/997/8/567/688/695/315/895/977/,Ectorhinal area/Layer 6a,ECT6a
968,R,/997/8/343/1065/354/370/938/978/,"Paragigantocellular reticular nucleus, lateral part",PGRNl
970,R,/997/8/343/1129/1097/467/980/,Dorsal premammillary nucleus,PMd
971,R,/997/8/567/688/695/315/453/322/329/981/,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1
972,R,/997/8/567/688/695/1089/1080/982/,Fasciola cinerea,FC
974,R,/997/8/512/528/645/920/984/,Lobule III,CENT3
976,R,/997/1009/983/776/986/,"corpus callosum, splenium",ccs
978,R,/997/8/567/688/695/315/895/988/,Ectorhinal area/Layer 5,ECT5
979,R,/997/8/512/519/989/,Fastigial nucleus,FN
980,R,/997/8/567/688/695/315/247/1018/990/,"Ventral auditory area, layer 4",AUDv4
986,R,/997/8/567/688/695/315/95/104/996/,"Agranular insular area, dorsal part, layer 1",AId1
987,R,/997/,brain,brain
988,R,/997/8/567/623/477/493/998/,Fundus of striatum,FS
994,R,/997/8/343/1129/1097/467/1004/,Ventral premammillary nucleus,PMv
995,R,/997/8/567/688/695/315/247/1002/1005/,"Primary auditory area, layer 6b",AUDp6b
996,R,/997/8/567/688/695/315/453/322/361/1006/,"Primary somatosensory area, trunk, layer 1",SSp-tr1
997,R,/997/8/512/528/1073/1007/,Simple lobule,SIM
999,R,/997/1009/,fiber tracts,fiber tracts
1000,R,/997/8/567/688/695/315/677/1010/,"Visceral area, layer 4",VISC4
1004,R,/997/8/567/688/695/315/31/39/1015/,"Anterior cingulate area, dorsal part, layer 5",ACAd5
1005,R,/997/1009/967/840/1016/,olfactory nerve layer of main olfactory bulb,onl
1009,R,/997/8/343/1129/549/856/138/1020/,Posterior complex of the thalamus,PO
1010,R,/997/8/567/688/695/315/500/993/1021/,"Secondary motor area, layer 6a",MOs6a
1011,R,/997/8/567/623/803/818/1022/,"Globus pallidus, external segment",GPe
1012,R,/997/8/567/688/695/315/247/1018/1023/,"Ventral auditory area, layer 5",AUDv5
1014,R,/997/8/512/528/1073/1025/,Paramedian lobule,PRM
1015,R,/997/8/567/688/695/315/453/322/369/1026/,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b
1018,R,/997/8/343/1129/549/856/138/1029/,Posterior limiting nucleus of the thalamus,POL
1019,R,/997/8/567/688/695/315/453/322/337/1030/,"Primary somatosensory area, lower limb, layer 1",SSp-ll1
1020,R,/997/8/567/623/803/818/1031/,"Globus pallidus, internal segment",GPi
1022,R,/997/8/512/528/1073/1033/,Copula pyramidis,COPY
1024,R,/997/8/567/688/695/315/453/378/1035/,"Supplemental somatosensory area, layer 4",SSs4
1026,R,/997/8/567/688/695/1089/822/1037/,Postsubiculum,POST
1027,R,/997/8/567/688/695/315/453/322/329/1038/,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a
1028,R,/997/8/343/1065/354/386/720/1039/,Gracile nucleus,GR
1030,R,/997/8/512/528/1073/1041/,Paraflocculus,PFL
1032,R,/997/1009/1000/877/1043/,crossed tectospinal pathway,tspc
1033,R,/997/8/343/1129/549/864/1044/,Peripeduncular nucleus,PP
1034,R,/997/8/567/688/695/315/895/1045/,Ectorhinal area/Layer 6b,ECT6b
1035,R,/997/8/567/688/695/315/669/394/1046/,"Anteromedial visual area, layer 6a",VISam6a
1036,R,/997/8/567/688/695/315/453/322/329/1047/,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4
1037,R,/997/8/343/1065/354/370/1048/,Gigantocellular reticular nucleus,GRN
1038,R,/997/8/512/528/1073/1049/,Flocculus,FL
1041,R,/997/8/343/313/348/1052/,Pedunculopontine nucleus,PPN
1043,R,/997/8/567/688/695/315/44/1054/,"Infralimbic area, layer 6a",ILA6a
1045,R,/997/8/512/528/1073/1017/1056/,Crus 1,ANcr1
1047,R,/997/8/567/688/695/315/677/1058/,"Visceral area, layer 5",VISC5
1049,R,/997/1009/1000/877/1060/,doral tegmental decussation,dtd
1050,R,/997/8/343/313/323/1100/1061/,Posterior pretectal nucleus,PPT
1051,R,/997/8/567/688/695/315/453/322/329/1062/,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b
1053,R,/997/8/512/528/1073/1017/1064/,Crus 2,ANcr2
1055,R,/997/8/567/688/695/315/669/394/1066/,"Anteromedial visual area, layer 2/3",VISam2/3
1058,R,/997/8/343/1065/354/370/1069/,Parapyramidal nucleus,PPY
1059,R,/997/8/567/688/695/315/453/322/329/1070/,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5
1061,R,/997/8/343/1129/549/864/1008/475/1072/,"Medial geniculate complex, dorsal part",MGd
1063,R,/997/8/567/688/695/315/669/402/1074/,"Anterolateral visual area, layer 1",VISal1
1066,R,/997/8/343/1129/549/856/444/1077/,Perireunensis nucleus,PR
1068,R,/997/8/343/1129/549/864/1008/475/1079/,"Medial geniculate complex, ventral part",MGv
1070,R,/997/8/567/688/695/315/44/1081/,"Infralimbic area, layer 6b",ILA6b
1073,R,/997/8/567/688/695/1089/822/1084/,Presubiculum,PRE
1074,R,/997/8/567/688/695/315/500/993/1085/,"Secondary motor area, layer 6b",MOs6b
1075,R,/997/8/567/688/695/315/453/322/361/1086/,"Primary somatosensory area, trunk, layer 4",SSp-tr4
1077,R,/997/8/343/1129/549/864/1008/475/1088/,"Medial geniculate complex, medial part",MGm
1078,R,/997/8/567/688/695/1089/,Hippocampal formation,HPF
1079,R,/997/8/567/688/695/315/453/378/1090/,"Supplemental somatosensory area, layer 5",SSs5
1080,R,/997/8/512/528/645/928/1091/,Lobules IV-V,"CUL4, 5"
1081,R,/997/1009/983/896/1092/,external medullary lamina of the thalamus,em
1082,R,/997/8/343/1065/771/987/1093/,"Pontine reticular nucleus, caudal part",PRNc
1083,R,/997/8/567/688/695/315/453/322/337/1094/,"Primary somatosensory area, lower limb, layer 4",SSp-ll4
1085,R,/997/8/343/1129/549/856/239/127/1096/,"Anteromedial nucleus, dorsal part",AMd
1086,R,/997/8/343/1129/1097/,Hypothalamus,HY
1087,R,/997/8/343/1065/354/370/395/1098/,"Medullary reticular nucleus, dorsal part",MDRNd
1090,R,/997/8/567/688/695/315/95/104/1101/,"Agranular insular area, dorsal part, layer 5",AId5
1091,R,/997/8/567/688/695/315/453/322/345/1102/,"Primary somatosensory area, mouth, layer 6a",SSp-m6a
1093,R,/997/8/343/1129/549/856/239/127/1104/,"Anteromedial nucleus, ventral part",AMv
1094,R,/997/8/567/623/477/278/1105/,Intercalated amygdalar nucleus,IA
1095,R,/997/8/567/688/695/315/677/1106/,"Visceral area, layer 2/3",VISC2/3
1096,R,/997/8/343/1065/354/370/395/1107/,"Medullary reticular nucleus, ventral part",MDRNv
1097,R,/997/1009/983/776/1108/,genu of corpus callosum,ccg
1098,R,/997/8/343/1129/1097/141/1109/,Parastrial nucleus,PS
1100,R,/997/8/567/688/695/315/453/322/361/1111/,"Primary somatosensory area, trunk, layer 5",SSp-tr5
1102,R,/997/8/343/1129/549/856/239/1113/,Interanterodorsal nucleus of the thalamus,IAD
1103,R,/997/8/567/688/695/315/669/402/1114/,"Anterolateral visual area, layer 4",VISal4
1104,R,/997/1009/967/798/1116/,genu of the facial nerve,gVIIn
1108,R,/997/8/343/1129/549/856/239/1120/,Interanteromedial nucleus of the thalamus,IAM
1109,R,/997/8/567/688/695/1089/822/909/918/1121/,"Entorhinal area, lateral part, layer 1",ENTl1
1110,R,/997/1009/960/752/1123/,inferior cerebellar peduncle,icp
1112,R,/997/8/567/688/695/315/714/746/1125/,"Orbital area, ventrolateral part, layer 5",ORBvl5
1113,R,/997/8/343/1129/1097/467/331/557/1126/,"Tuberomammillary nucleus, dorsal part",TMd
1114,R,/997/8/567/688/695/315/541/1127/,"Temporal association areas, layer 2/3",TEa2/3
1115,R,/997/8/567/688/695/315/453/322/337/1128/,"Primary somatosensory area, lower limb, layer 5",SSp-ll5
1120,R,/997/8/567/688/695/698/619/1139/,"Nucleus of the lateral olfactory tract, layer 3",NLOT3
1127,R,/997/8/343/1129/1097/10671/,Median eminence,ME
1159,R,/997/8/567/688/695/1089/1080/726/10703/,"Dentate gyrus, molecular layer",DG-mo
1160,R,/997/8/567/688/695/1089/1080/726/10704/,"Dentate gyrus, polymorph layer",DG-po
1201,R,/997/8/567/688/695/315/453/322/182305689/182305693/,"Primary somatosensory area, unassigned, layer 1",SSp-un1
1202,R,/997/8/567/688/695/315/453/322/182305689/182305697/,"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3
1203,R,/997/8/567/688/695/315/453/322/182305689/182305701/,"Primary somatosensory area, unassigned, layer 4",SSp-un4
1204,R,/997/8/567/688/695/315/453/322/182305689/182305705/,"Primary somatosensory area, unassigned, layer 5",SSp-un5
1205,R,/997/8/567/688/695/315/453/322/182305689/182305709/,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a
1206,R,/997/8/567/688/695/315/453/322/182305689/182305713/,"Primary somatosensory area, unassigned, layer 6b",SSp-un6b
1209,R,/997/8/567/688/695/315/22/312782546/312782550/,"Anterior area, layer 1",VISa1
1210,R,/997/8/567/688/695/315/22/312782546/312782554/,"Anterior area, layer 2/3",VISa2/3
1211,R,/997/8/567/688/695/315/22/312782546/312782558/,"Anterior area, layer 4",VISa4
1212,R,/997/8/567/688/695/315/22/312782546/312782562/,"Anterior area, layer 5",VISa5
1213,R,/997/8/567/688/695/315/22/312782546/312782566/,"Anterior area, layer 6a",VISa6a
1214,R,/997/8/567/688/695/315/22/312782546/312782570/,"Anterior area, layer 6b",VISa6b
1216,R,/997/8/567/688/695/315/669/312782574/312782578/,"Laterointermediate area, layer 1",VISli1
1217,R,/997/8/567/688/695/315/669/312782574/312782582/,"Laterointermediate area, layer 2/3",VISli2/3
1218,R,/997/8/567/688/695/315/669/312782574/312782586/,"Laterointermediate area, layer 4",VISli4
1219,R,/997/8/567/688/695/315/669/312782574/312782590/,"Laterointermediate area, layer 5",VISli5
1220,R,/997/8/567/688/695/315/669/312782574/312782594/,"Laterointermediate area, layer 6a",VISli6a
1221,R,/997/8/567/688/695/315/669/312782574/312782598/,"Laterointermediate area, layer 6b",VISli6b
1222,R,/997/8/567/688/695/315/22/417/312782604/,"Rostrolateral area, layer 1",VISrl1
1223,R,/997/8/567/688/695/315/22/417/312782608/,"Rostrolateral area, layer 2/3",VISrl2/3
1224,R,/997/8/567/688/695/315/22/417/312782612/,"Rostrolateral area, layer 4",VISrl4
1225,R,/997/8/567/688/695/315/22/417/312782616/,"Rostrolateral area, layer 5",VISrl5
1226,R,/997/8/567/688/695/315/22/417/312782620/,"Rostrolateral area, layer 6a",VISrl6a
1227,R,/997/8/567/688/695/315/22/417/312782624/,"Rostrolateral area, layer 6b",VISrl6b
1229,R,/997/8/567/688/695/315/669/312782628/312782632/,"Postrhinal area, layer 1",VISpor1
1230,R,/997/8/567/688/695/315/669/312782628/312782636/,"Postrhinal area, layer 2/3",VISpor2/3
1231,R,/997/8/567/688/695/315/669/312782628/312782640/,"Postrhinal area, layer 4",VISpor4
1232,R,/997/8/567/688/695/315/669/312782628/312782644/,"Postrhinal area, layer 5",VISpor5
1233,R,/997/8/567/688/695/315/669/312782628/312782648/,"Postrhinal area, layer 6a",VISpor6a
1234,R,/997/8/567/688/695/315/669/312782628/312782652/,"Postrhinal area, layer 6b",VISpor6b
1270,R,/997/8/567/688/695/1089/822/484682470/,Prosubiculum,ProS
1279,R,/997/8/567/688/695/1089/822/484682508/,Area prostriata,APr
1280,R,/997/1009/484682512/,supra-callosal cerebral white matter,scwm
1281,R,/997/1009/983/776/484682516/,"corpus callosum, body",ccb
1282,R,/997/1009/983/896/484682520/,optic radiation,or
1283,R,/997/1009/983/896/484682524/,auditory radiation,ar
1284,R,/997/1009/991/768/301/484682528/,commissural branch of stria terminalis,stc
1285,R,/997/8/343/1129/549/864/1008/170/496345664/,"Dorsal part of the lateral geniculate complex, shell",LGd-sh
1286,R,/997/8/343/1129/549/864/1008/170/496345668/,"Dorsal part of the lateral geniculate complex, core",LGd-co
1287,R,/997/8/343/1129/549/864/1008/170/496345672/,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip
1288,R,/997/8/567/688/695/315/184/526157192/,"Frontal pole, layer 5",FRP5
1289,R,/997/8/567/688/695/315/184/526157196/,"Frontal pole, layer 6a",FRP6a
1290,R,/997/8/567/688/695/315/184/526322264/,"Frontal pole, layer 6b",FRP6b
1291,R,/997/8/567/688/695/315/714/731/527696977/,"Orbital area, medial part, layer 6b",ORBm6b
1293,R,/997/8/343/313/323/1100/549009203/,Retroparafascicular nucleus,RPF
1295,R,/997/8/343/313/323/549009211/,Medial accesory oculomotor nucleus,MA3
1296,R,/997/8/343/1065/771/987/549009215/,Peritrigeminal zone,P5
1297,R,/997/8/343/1065/771/987/549009219/,Accessory trigeminal nucleus,Acs5
1298,R,/997/8/343/1065/771/987/549009223/,Parvicellular motor 5 nucleus,PC5
1299,R,/997/8/343/1065/771/987/549009227/,Intertrigeminal nucleus,I5
1300,R,/997/8/343/1129/549/856/138/560581551/,Ethmoid nucleus of the thalamus,Eth
1302,R,/997/8/343/1129/549/856/571/560581559/,Xiphoid thalamic nucleus,Xi
1303,R,/997/8/343/1129/549/856/51/560581563/,Posterior intralaminar thalamic nucleus,PIL
1304,R,/997/8/343/1129/549/864/637/563807435/,Posterior triangular thalamic nucleus,PoT
