Region_ID,ID_Path,Region,Abbr,General_Region,R,G,B
439,/997/1009/991/768/1099/618/449/,ventral hippocampal commissure,vhc,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
440,/997/8/567/688/695/315/453/322/369/450/,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,Isocortex__Somatosensory__Upper_limb,24,128,100
441,/997/8/567/688/703/295/451/,"Basolateral amygdalar nucleus, ventral part",BLAv,Cortical_subplate__Amygdala,157,231,156
442,/997/8/343/1129/1097/141/452/,Median preoptic nucleus,MEPO,Hypothalamus__Periventricular_region,255,85,71
444,/997/8/567/688/695/1089/1080/375/423/454,"Field CA2, stratum radiatum",CA2sr,Hippocampal,126,208,75
446,/997/8/567/688/695/315/247/1027/456/,"Posterior auditory area, layer 6b",AUDpo6b,Isocortex__Auditory__Posterior,1,147,153
451,/997/8/567/688/695/315/453/322/361/461/,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,Isocortex__Somatosensory__Trunk,24,128,100
456,/997/1009/991/768/1099/466/,alveus,alv,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
459,/997/8/567/688/695/315/669/533/469/,"posteromedial visual area, layer 6b",VISpm6b,Isocortex__Visual__Posteromedial,8,133,140
460,/997/8/343/1129/1097/290/470/,Subthalamic nucleus,STN,Hypothalamus__Lateral_zone,242,72,59
461,/997/8/567/688/695/1089/1080/375/463/471/,"Field CA3, stratum lacunosum-moleculare",CA3slm,Hippocampal,126,208,75
467,/997/8/567/623/477/,Striatum,STR,Striatum__Other,152,214,249
468,/997/8/567/688/695/315/453/322/337/478/,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,Isocortex__Somatosensory__Lower_limb,24,128,100
469,/997/8/567/688/695/1089/1080/375/463/479/,"Field CA3, stratum lucidum",CA3slu,Hippocampal,126,208,75
472,/997/1009/967/933/948/482/,brachium of the inferior colliculus,bic,Fiber_tracts__Cranial_nerves,204,204,204
473,/997/8/343/1129/549/856/958/483/,Medial habenula,MH,Thalamus__Polymodal_association_cortex_related,255,144,159
474,/997/8/567/688/695/315/714/731/484/,"Orbital area, medial part, layer 1",ORBm1,Isocortex__Orbital__Medial,36,138,94
476,/997/8/567/688/695/1089/1080/375/463/486/,"Field CA3, stratum oriens",CA3so,Hippocampal,126,208,75
478,/997/8/567/688/695/315/714/723/488/,"Orbital area, lateral part, layer 6b",ORBl6b,Isocortex__Orbital__Lateral,36,138,94
485,/997/8/567/688/695/1089/1080/375/463/495/,"Field CA3, pyramidal layer",CA3sp,Hippocampal,102,168,61
491,/997/8/567/688/695/315/669/533/501/,"posteromedial visual area, layer 4",VISpm4,Isocortex__Visual__Posteromedial,8,133,140
492,/997/8/567/688/695/1089/822/502/,Subiculum,SUB,Retrohippocampal__Subiculum,79,194,68
494,/997/8/567/688/695/1089/1080/375/463/504/,"Field CA3, stratum radiatum",CA3sr,Hippocampal,126,208,75
496,/997/1009/967/933/948/506/,dorsal acoustic stria,das,Fiber_tracts__Cranial_nerves,204,204,204
497,/997/8/567/688/695/698/507/,Main olfactory bulb,MOB,Olfactory,154,210,189
500,/997/8/567/688/695/315/453/322/337/510/,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,Isocortex__Somatosensory__Lower_limb,24,128,100
502,/997/8/512/,Cerebellum,CB,Cerebellum__Other,240,240,128
505,/997/8/343/1129/1097/467/515/,Medial preoptic nucleus,MPN,Hypothalamus__Medial_zone,255,76,62
510,/997/8/567/688/695/315/247/1018/520/,"Ventral auditory area, layer 6a",AUDv6a,Isocortex__Auditory__Ventral,1,147,153
513,/997/8/343/1129/1097/141/523/,Medial preoptic area,MPO,Hypothalamus__Periventricular_region,255,85,71
515,/997/8/343/1129/1097/467/331/525/,Supramammillary nucleus,SUM,Hypothalamus__Medial_zone,255,76,62
516,/997/8/567/688/695/1089/822/909/926/526/,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,Retrohippocampal__Entorhinal__Medial_dorsal,50,184,37
517,/997/8/567/688/695/315/247/1011/527/,"Dorsal auditory area, layer 1",AUDd1,Isocortex__Auditory__Dorsal,1,147,153
520,/997/1009/991/768/1099/530/,dorsal fornix,df,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
521,/997/8/343/313/323/1100/531/,Medial pretectal area,MPT,Midbrain__Motor_related,255,144,255
524,/997/8/343/1065/771/987/534/,Supratrigeminal nucleus,SUT,Pons__Motor_related,255,186,134
528,/997/1009/967/840/21/538/,dorsal limb,lotd,Fiber_tracts__Cranial_nerves,204,204,204
530,/997/8/567/688/695/315/922/540/,"Perirhinal area, layer 1",PERI1,Isocortex__Perirhinal,14,150,132
532,/997/8/567/688/695/315/254/886/542/,"Retrosplenial area, ventral part, layer 1",RSPv1,Isocortex__Retrosplenial__Ventral,26,166,152
533,/997/8/567/688/695/1089/822/909/926/543/,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,Retrohippocampal__Entorhinal__Medial_dorsal,50,184,37
534,/997/8/567/623/477/278/536/544/,"Central amygdalar nucleus, capsular part",CEAc,Striatum-like__amygdalar_nuclei,128,192,226
539,/997/8/343/1129/549/,Thalamus,TH,Thalamus__Other,255,112,128
541,/997/8/567/623/477/278/536/551/,"Central amygdalar nucleus, lateral part",CEAl,Striatum-like__amygdalar_nuclei,128,192,226
543,/997/1009/960/752/1123/553/,dorsal spinocerebellar tract,sctd,Fiber_tracts__Cerebellum_related,204,204,204
546,/997/8/567/688/695/315/44/556/,"Infralimbic area, layer 2/3",ILA2/3,Isocortex__Infralimbic,89,179,99
548,/997/8/567/688/695/315/453/322/353/558/,"Primary somatosensory area, nose, layer 1",SSp-n1,Isocortex__Somatosensory__Nose,24,128,100
549,/997/8/567/623/477/278/536/559/,"Central amygdalar nucleus, medial part",CEAm,Striatum-like__amygdalar_nuclei,128,192,226
554,/997/8/567/623/803/826/904/564/,Medial septal nucleus,MS,Pallidum,150,167,211
555,/997/8/567/688/695/315/669/533/565/,"posteromedial visual area, layer 5",VISpm5,Isocortex__Visual__Posteromedial,8,133,140
556,/997/8/567/688/695/698/566/,Postpiriform transition area,TR,Olfactory,168,236,211
563,/997/8/567/688/695/315/669/409/573/,"Lateral visual area, layer 4",VISl4,Isocortex__Visual__Lateral,8,133,140
564,/997/8/343/1065/771/987/574/,Tegmental reticular nucleus,TRN,Pons__Motor_related,255,186,134
565,/997/8/343/1129/549/856/51/575/,Central lateral nucleus of the thalamus,CL,Thalamus__Polymodal_association_cortex_related,255,144,159
566,/997/8/343/1065/354/370/576/,Accessory facial motor nucleus,ACVII,Medulla__Motor_related,255,179,217
567,/997/8/567/688/695/315/453/322/369/577/,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,Isocortex__Somatosensory__Upper_limb,24,128,100
569,/997/1009/983/776/956/579/,external capsule,ec,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
570,/997/8/343/313/339/580/,Nucleus of the brachium of the inferior colliculus,NB,Midbrain__Sensory_related,255,122,255
571,/997/8/567/623/803/826/581/,Triangular nucleus of septum,TRS,Pallidum,150,167,211
572,/997/8/567/688/695/315/714/731/582/,"Orbital area, medial part, layer 2/3",ORBm2/3,Isocortex__Orbital__Medial,36,138,94
573,/997/8/567/688/703/583/,Claustrum,CLA,Cortical_subplate,138,218,135
577,/997/8/343/313/323/795/587/,Nucleus of Darkschewitsch,ND,Midbrain__Motor_related,255,144,255
578,/997/8/567/688/695/315/31/48/588/,"Anterior cingulate area, ventral part, layer 1",ACAv1,Isocortex__Anterior_Cingulate__Ventral,64,166,102
580,/997/8/567/688/695/315/254/886/590/,"Retrosplenial area, ventral part, layer 6a",RSPv6a,Isocortex__Retrosplenial__Ventral,26,166,152
581,/997/8/343/313/348/165/591/,Central linear nucleus raphe,CLI,Midbrain__Behavioral_state_related,255,166,255
583,/997/8/567/688/695/315/669/385/593/,"Primary visual area, layer 1",VISp1,Isocortex__Visual__Primary,8,133,140
585,/997/1009/991/824/1083/595/,fasciculus retroflexus,fr,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
586,/997/8/567/623/803/826/904/596/,Diagonal band nucleus,NDB,Pallidum,150,167,211
587,/997/8/567/688/695/698/589/597/,"Taenia tecta, dorsal part",TTd,Olfactory,98,208,159
588,/997/8/567/688/695/315/247/1018/598/,"Ventral auditory area, layer 6b",AUDv6b,Isocortex__Auditory__Ventral,1,147,153
589,/997/8/343/1129/549/856/51/599/,Central medial nucleus of the thalamus,CM,Thalamus__Polymodal_association_cortex_related,255,144,159
590,/997/8/567/688/695/315/247/1011/600/,"Dorsal auditory area, layer 2/3",AUDd2/3,Isocortex__Auditory__Dorsal,1,147,153
591,/997/8/567/688/695/315/669/402/601/,"Anterolateral visual area, layer 6a",VISal6a,Isocortex__Visual__Anterolateral,8,133,140
593,/997/1009/991/768/1099/603/,fimbria,fi,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
594,/997/8/343/1065/771/1117/604/,Nucleus incertus,NI,Pons__Behavioral_state_related,255,195,149
595,/997/8/567/688/695/698/589/605/,"Taenia tecta, ventral part",TTv,Olfactory,98,208,159
598,/997/8/567/688/695/315/714/746/608/,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,Isocortex__Orbital__Ventrolateral,36,138,94
599,/997/8/343/1129/549/864/609/,Subparafascicular area,SPA,Thalamus__Sensory-motor_cortex_related,255,128,132
600,/997/8/567/688/695/315/254/879/610/,"Retrosplenial area, dorsal part, layer 5",RSPd5,Isocortex__Retrosplenial__Dorsal,26,166,152
601,/997/1009/991/824/1083/611/,habenular commissure,hbc,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
602,/997/8/343/1065/771/1132/612/,Nucleus of the lateral lemniscus,NLL,Pons__Sensory_related,255,174,111
603,/997/8/567/688/695/315/669/409/613/,"Lateral visual area, layer 5",VISl5,Isocortex__Visual__Lateral,8,133,140
604,/997/8/343/1129/1097/290/614/,Tuberal nucleus,TU,Hypothalamus__Lateral_zone,242,72,59
606,/997/8/343/313/323/616/,Cuneiform nucleus,CUN,Midbrain__Motor_related,255,144,255
610,/997/8/567/688/695/315/714/731/620/,"Orbital area, medial part, layer 5",ORBm5,Isocortex__Orbital__Medial,36,138,94
611,/997/8/343/1065/771/987/621/,Motor nucleus of trigeminal,V,Pons__Motor_related,255,186,134
612,/997/8/567/688/695/315/254/886/622/,"Retrosplenial area, ventral part, layer 6b",RSPv6b,Isocortex__Retrosplenial__Ventral,26,166,152
615,/997/8/567/688/695/315/453/322/369/625/,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,Isocortex__Somatosensory__Upper_limb,24,128,100
618,/997/8/343/313/323/1100/628/,Nucleus of the optic tract,NOT,Midbrain__Motor_related,255,144,255
619,/997/8/343/1129/549/864/637/629/,Ventral anterior-lateral complex of the thalamus,VAL,Thalamus__Sensory-motor_cortex_related,255,128,132
620,/997/8/567/688/695/315/714/723/630/,"Orbital area, lateral part, layer 5",ORBl5,Isocortex__Orbital__Lateral,36,138,94
622,/997/8/567/688/695/1089/1080/726/632/,"Dentate gyrus, granule cell layer",DG-sg,Hippocampal,102,168,61
623,/997/1009/967/933/948/633/,inferior colliculus commissure,cic,Fiber_tracts__Cranial_nerves,204,204,204
624,/997/8/343/313/323/1100/634/,Nucleus of the posterior commissure,NPC,Midbrain__Motor_related,255,144,255
628,/997/8/567/688/695/315/1057/638/,"Gustatory areas, layer 6a",GU6a,Isocortex__Gustatory,0,156,117
629,/997/8/567/688/695/698/631/639/,"Cortical amygdalar area, anterior part",COAa,Olfactory,97,231,183
632,/997/8/343/1065/354/386/642/,Nucleus of the trapezoid body,NTB,Medulla__Sensory_related,255,165,210
633,/997/8/567/688/695/315/247/1027/643/,"Posterior auditory area, layer 2/3",AUDpo2/3,Isocortex__Auditory__Posterior,1,147,153
638,/997/8/567/688/695/315/500/985/648/,"Primary motor area, Layer 5",MOp5,Isocortex__Motor__Primary,31,157,90
639,/997/8/567/688/695/315/669/402/649/,"Anterolateral visual area, layer 6b",VISal6b,Isocortex__Visual__Anterolateral,8,133,140
641,/997/8/343/1065/354/386/651/,Nucleus of the solitary tract,NTS,Medulla__Sensory_related,255,165,210
643,/997/8/343/1065/354/370/653/,Abducens nucleus,VI,Medulla__Motor_related,255,179,217
644,/997/8/567/688/695/315/453/322/353/654/,"Primary somatosensory area, nose, layer 4",SSp-n4,Isocortex__Somatosensory__Nose,24,128,100
645,/997/8/567/688/695/698/631/647/655/,"Cortical amygdalar area, posterior part, lateral zone",COApl,Olfactory,97,231,183
646,/997/8/567/688/695/315/500/993/656/,"Secondary motor area, layer 1",MOs1,Isocortex__Motor__Secondary,31,157,90
647,/997/8/567/688/695/315/453/322/345/657/,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,Isocortex__Somatosensory__Mouth,24,128,100
648,/997/1009/967/933/948/658/,lateral lemniscus,ll,Fiber_tracts__Cranial_nerves,204,204,204
651,/997/8/343/1065/354/370/661/,Facial motor nucleus,VII,Medulla__Motor_related,255,179,217
652,/997/8/567/688/695/315/1057/662/,"Gustatory areas, layer 6b",GU6b,Isocortex__Gustatory,0,156,117
653,/997/8/567/688/695/698/631/647/663/,"Cortical amygdalar area, posterior part, medial zone",COApm,Olfactory,97,231,183
654,/997/8/567/688/695/1089/822/909/926/664/,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,Retrohippocampal__Entorhinal__Medial_dorsal,50,184,37
655,/997/1009/967/840/21/665/,"lateral olfactory tract, body",lot,Fiber_tracts__Cranial_nerves,204,204,204
657,/997/8/567/688/695/315/184/667/,"Frontal pole, layer 2/3",FRP2/3,Isocortex__Frontal_pole,38,143,69
660,/997/8/567/688/695/315/453/322/361/670/,"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,Isocortex__Somatosensory__Trunk,24,128,100
661,/997/8/567/688/695/315/254/894/671/,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1,Isocortex__Retrosplenial__Lateral_agranular,26,166,152
662,/997/8/567/623/477/485/672/,Caudoputamen,CP,Striatum__Dorsal,152,214,249
663,/997/1009/991/824/46/673/,mammillary peduncle,mp,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
665,/997/8/567/688/695/315/95/119/675/,"Agranular insular area, ventral part, layer 6a",AIv6a,Isocortex__Agranular_insula__Ventral,33,152,102
668,/997/8/567/688/695/315/247/1011/678/,"Dorsal auditory area, layer 4",AUDd4,Isocortex__Auditory__Dorsal,1,147,153
669,/997/8/343/1065/771/1117/679/,Superior central nucleus raphe,CS,Pons__Behavioral_state_related,255,195,149
670,/997/8/567/688/695/315/714/746/680/,"Orbital area, ventrolateral part, layer 6b",ORBvl6b,Isocortex__Orbital__Ventrolateral,36,138,94
671,/997/1009/991/824/46/681/,mammillotegmental tract,mtg,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
675,/997/8/343/1129/549/864/637/685/,Ventral medial nucleus of the thalamus,VM,Thalamus__Sensory-motor_cortex_related,255,128,132
677,/997/8/567/688/695/315/254/886/687/,"Retrosplenial area, ventral part, layer 5",RSPv5,Isocortex__Retrosplenial__Ventral,26,166,152
679,/997/8/343/1129/1097/141/689/,Ventrolateral preoptic nucleus,VLPO,Hypothalamus__Periventricular_region,255,85,71
680,/997/1009/991/824/46/690/,mammillothalamic tract,mtt,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
682,/997/8/567/688/695/315/922/692/,"Perirhinal area, layer 5",PERI5,Isocortex__Perirhinal,14,150,132
683,/997/8/343/1129/1097/467/693/,Ventromedial hypothalamic nucleus,VMH,Hypothalamus__Medial_zone,255,76,62
684,/997/8/567/688/695/315/95/119/694/,"Agranular insular area, ventral part, layer 2/3",AIv2/3,Isocortex__Agranular_insula__Ventral,33,152,102
686,/997/8/567/688/695/315/247/1027/696/,"Posterior auditory area, layer 1",AUDpo1,Isocortex__Auditory__Posterior,1,147,153
687,/997/1009/967/792/932/697/,medial lemniscus,ml,Fiber_tracts__Cranial_nerves,204,204,204
688,/997/8/567/688/695/698/,Olfactory areas,OLF,Olfactory,154,210,189
689,/997/8/567/688/695/315/95/119/699/,"Agranular insular area, ventral part, layer 6b",AIv6b,Isocortex__Agranular_insula__Ventral,33,152,102
692,/997/8/567/688/695/315/453/322/353/702/,"Primary somatosensory area, nose, layer 5",SSp-n5,Isocortex__Somatosensory__Nose,24,128,100
693,/997/8/567/688/703/,Cortical subplate,CTXsp,Cortical_subplate,138,218,135
694,/997/8/567/688/695/315/95/119/704/,"Agranular insular area, ventral part, layer 1",AIv1,Isocortex__Agranular_insula__Ventral,33,152,102
696,/997/8/343/313/323/1100/706/,Olivary pretectal nucleus,OP,Midbrain__Motor_related,255,144,255
697,/997/8/567/688/695/315/44/707/,"Infralimbic area, layer 1",ILA1,Isocortex__Infralimbic,89,179,99
701,/997/8/343/1065/354/386/720/711/,Cuneate nucleus,CU,Medulla__Sensory_related,255,165,210
708,/997/8/343/1129/549/864/637/709/718/,Ventral posterolateral nucleus of the thalamus,VPL,Thalamus__Sensory-motor_cortex_related,255,128,132
711,/997/8/567/688/695/315/669/385/721/,"Primary visual area, layer 4",VISp4,Isocortex__Visual__Primary,8,133,140
715,/997/8/343/1129/549/864/637/709/725/,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,Thalamus__Sensory-motor_cortex_related,255,128,132
717,/997/8/567/688/695/1089/822/909/926/727/,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,Retrohippocampal__Entorhinal__Medial_dorsal,50,184,37
718,/997/1009/960/728/,arbor vitae,arb,Fiber_tracts__Cerebellum_related,204,204,204
719,/997/8/567/688/695/315/541/729/,"Temporal association areas, layer 6a",TEa6a,Isocortex__Temporal_association,21,176,179
722,/997/8/343/1129/1097/467/331/491/732/,"Medial mammillary nucleus, median part",MMme,Hypothalamus__Medial_zone,255,76,62
723,/997/8/343/1129/549/864/637/709/733/,Ventral posteromedial nucleus of the thalamus,VPM,Thalamus__Sensory-motor_cortex_related,255,128,132
725,/997/8/567/688/695/315/247/1002/735/,"Primary auditory area, layer 1",AUDp1,Isocortex__Auditory__Primary,1,147,153
731,/997/8/343/1129/549/864/637/709/741/,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,Thalamus__Sensory-motor_cortex_related,255,128,132
733,/997/8/567/688/695/1089/822/909/926/743/,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,Retrohippocampal__Entorhinal__Medial_dorsal,50,184,37
734,/997/1009/960/744/,cerebellar commissure,cbc,Fiber_tracts__Cerebellum_related,204,204,204
739,/997/8/343/313/323/749/,Ventral tegmental area,VTA,Midbrain__Motor_related,255,144,255
740,/997/8/567/688/695/315/669/425/750/,"Posterolateral visual area, layer 1",VISpl1,Isocortex__Visual__Posterolateral,8,133,140
743,/997/1009/991/824/46/753/,principal mammillary tract,pm,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
744,/997/8/567/623/477/493/754/,Olfactory tubercle,OT,Striatum__Ventral,128,205,248
745,/997/8/567/688/695/315/247/1018/755/,"Ventral auditory area, layer 2/3",AUDv2/3,Isocortex__Auditory__Ventral,1,147,153
747,/997/8/343/313/323/757/,Ventral tegmental nucleus,VTN,Midbrain__Motor_related,255,144,255
749,/997/8/567/688/695/315/247/1027/759/,"Posterior auditory area, layer 4",AUDpo4,Isocortex__Auditory__Posterior,1,147,153
753,/997/8/343/1129/1097/141/763/,Vascular organ of the lamina terminalis,OV,Hypothalamus__Periventricular_region,255,85,71
755,/997/8/343/1065/354/370/765/,Nucleus x,x,Medulla__Motor_related,255,179,217
757,/997/8/567/688/695/315/500/993/767/,"Secondary motor area, layer 5",MOs5,Isocortex__Motor__Secondary,31,157,90
761,/997/8/343/1065/771/,Pons,P,Pons__Other,255,155,136
762,/997/8/567/688/695/315/31/48/772/,"Anterior cingulate area, ventral part, layer 5",ACAv5,Isocortex__Anterior_Cingulate__Ventral,64,166,102
763,/997/8/343/1065/354/370/773/,Hypoglossal nucleus,XII,Medulla__Motor_related,255,179,217
764,/997/8/567/688/695/315/254/894/774/,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,Isocortex__Retrosplenial__Lateral_agranular,26,166,152
768,/997/8/567/688/695/315/669/385/778/,"Primary visual area, layer 5",VISp5,Isocortex__Visual__Primary,8,133,140
770,/997/8/567/688/703/780/,Posterior amygdalar nucleus,PA,Cortical_subplate__Amygdala,151,236,147
771,/997/8/343/1065/354/370/781/,Nucleus y,y,Medulla__Motor_related,255,179,217
773,/997/8/567/688/695/315/95/104/783/,"Agranular insular area, dorsal part, layer 6a",AId6a,Isocortex__Agranular_insula__Dorsal,33,152,102
774,/997/1009/983/784/,corticospinal tract,cst,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
776,/997/8/567/688/695/315/541/786/,"Temporal association areas, layer 6b",TEa6b,Isocortex__Temporal_association,21,176,179
778,/997/8/567/688/695/698/788/,Piriform-amygdalar area,PAA,Olfactory,89,218,171
781,/997/8/567/688/695/315/247/1027/791/,"Posterior auditory area, layer 5",AUDpo5,Isocortex__Auditory__Posterior,1,147,153
784,/997/1009/967/901/229/794/,spinal tract of the trigeminal nerve,sptV,Fiber_tracts__Cranial_nerves,204,204,204
785,/997/8/343/313/323/795/,Periaqueductal gray,PAG,Midbrain__Motor_related,255,144,255
787,/997/8/343/1129/1097/290/797/,Zona incerta,ZI,Hypothalamus__Lateral_zone,242,72,59
788,/997/1009/967/798/,facial nerve,VIIn,Fiber_tracts__Cranial_nerves,204,204,204
790,/997/8/567/688/695/315/95/119/800/,"Agranular insular area, ventral part, layer 5",AIv5,Isocortex__Agranular_insula__Ventral,33,152,102
792,/997/1009/991/824/1083/802/,stria medullaris,sm,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
793,/997/8/567/623/803/,Pallidum,PAL,Pallidum,133,153,204
794,/997/8/343/1129/1097/290/797/804/,Fields of Forel,FF,Hypothalamus__Lateral_zone,242,72,59
795,/997/8/567/688/695/315/669/533/805/,"posteromedial visual area, layer 1",VISpm1,Isocortex__Visual__Posteromedial,8,133,140
796,/997/8/567/688/695/315/453/378/806/,"Supplemental somatosensory area, layer 2/3",SSs2/3,Isocortex__Somatosensory__Supplemental,24,128,100
800,/997/8/567/688/695/315/31/48/810/,"Anterior cingulate area, ventral part, 6a",ACAv6a,Isocortex__Anterior_Cingulate__Ventral,64,166,102
801,/997/8/343/313/339/4/811/,"Inferior colliculus, central nucleus",ICc,Midbrain__Sensory_related,255,122,255
802,/997/1009/960/752/326/812/,superior cerebellar peduncle decussation,dscp,Fiber_tracts__Cerebellum_related,204,204,204
804,/997/8/567/688/695/698/814/,Dorsal peduncular area,DP,Olfactory,164,218,164
806,/997/8/567/688/695/315/247/1002/816/,"Primary auditory area, layer 4",AUDp4,Isocortex__Auditory__Primary,1,147,153
809,/997/8/567/688/695/315/31/48/819/,"Anterior cingulate area, ventral part, 6b",ACAv6b,Isocortex__Anterior_Cingulate__Ventral,64,166,102
810,/997/8/343/313/339/4/820/,"Inferior colliculus, dorsal nucleus",ICd,Midbrain__Sensory_related,255,122,255
811,/997/8/567/688/695/315/669/385/821/,"Primary visual area, layer 2/3",VISp2/3,Isocortex__Visual__Primary,8,133,140
817,/997/8/567/688/695/315/44/827/,"Infralimbic area, layer 5",ILA5,Isocortex__Infralimbic,89,179,99
818,/997/8/343/313/339/4/828/,"Inferior colliculus, external nucleus",ICe,Midbrain__Sensory_related,255,122,255
820,/997/8/343/1129/1097/141/830/,Dorsomedial nucleus of the hypothalamus,DMH,Hypothalamus__Periventricular_region,255,85,71
821,/997/8/567/688/695/315/95/104/831/,"Agranular insular area, dorsal part, layer 6b",AId6b,Isocortex__Agranular_insula__Dorsal,33,152,102
822,/997/1009/967/832/,oculomotor nerve,IIIn,Fiber_tracts__Cranial_nerves,204,204,204
824,/997/8/343/313/339/302/834/,"Superior colliculus, zonal layer",SCzo,Midbrain__Sensory_related,255,122,255
826,/997/8/567/688/695/315/895/836/,Ectorhinal area/Layer 1,ECT1,Isocortex__Ectorhinal,13,159,145
828,/997/8/567/688/695/315/453/322/353/838/,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,Isocortex__Somatosensory__Nose,24,128,100
829,/997/8/343/1065/354/370/839/,Dorsal motor nucleus of the vagus nerve,DMX,Medulla__Motor_related,255,179,217
831,/997/1009/967/933/948/841/,trapezoid body,tb,Fiber_tracts__Cranial_nerves,204,204,204
832,/997/8/343/313/339/302/842/,"Superior colliculus, superficial gray layer",SCsg,Midbrain__Sensory_related,255,122,255
833,/997/8/567/688/695/1089/822/843/,Parasubiculum,PAR,Retrohippocampal__Subiculum,114,213,105
834,/997/8/567/688/695/315/500/985/844/,"Primary motor area, Layer 6a",MOp6a,Isocortex__Motor__Primary,31,157,90
836,/997/8/512/519/846/,Dentate nucleus,DN,Cerebellar_nuclei,255,253,188
837,/997/8/567/688/695/315/247/1002/847/,"Primary auditory area, layer 5",AUDp5,Isocortex__Auditory__Primary,1,147,153
838,/997/1009/967/848/,optic nerve,IIn,Fiber_tracts__Cranial_nerves,204,204,204
839,/997/8/567/688/695/315/677/849/,"Visceral area, layer 6b",VISC6b,Isocortex__Visceral,17,173,131
840,/997/1009/960/752/326/850/,uncinate fascicle,uf,Fiber_tracts__Cerebellum_related,204,204,204
841,/997/8/343/313/339/302/851/,"Superior colliculus, optic layer",SCop,Midbrain__Sensory_related,255,122,255
842,/997/8/343/1065/354/370/852/,Parvicellular reticular nucleus,PARN,Medulla__Motor_related,255,179,217
844,/997/8/567/688/695/315/453/322/369/854/,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,Isocortex__Somatosensory__Upper_limb,24,128,100
847,/997/8/567/688/695/315/677/857/,"Visceral area, layer 6a",VISC6a,Isocortex__Visceral,17,173,131
849,/997/8/343/1065/354/370/859/,Parasolitary nucleus,PAS,Medulla__Motor_related,255,179,217
852,/997/8/567/688/695/315/453/378/862/,"Supplemental somatosensory area, layer 6a",SSs6a,Isocortex__Somatosensory__Supplemental,24,128,100
853,/997/1009/1000/863/,rubrospinal tract,rust,Fiber_tracts__Extrapyramidal_fiber_system,204,204,204
856,/997/1009/960/752/326/866/,ventral spinocerebellar tract,sctv,Fiber_tracts__Cerebellum_related,204,204,204
857,/997/8/343/1065/771/1132/867/,Parabrachial nucleus,PB,Pons__Sensory_related,255,174,111
859,/997/8/567/688/695/315/669/425/869/,"Posterolateral visual area, layer 4",VISpl4,Isocortex__Visual__Posterolateral,8,133,140
862,/997/8/343/313/348/165/872/,Dorsal nucleus raphe,DR,Midbrain__Behavioral_state_related,255,166,255
863,/997/8/567/688/695/315/453/378/873/,"Supplemental somatosensory area, layer 1",SSs1,Isocortex__Somatosensory__Supplemental,24,128,100
864,/997/8/343/313/339/874/,Parabigeminal nucleus,PBG,Midbrain__Sensory_related,255,122,255
868,/997/8/567/688/695/315/453/322/345/878/,"Primary somatosensory area, mouth, layer 1",SSp-m1,Isocortex__Somatosensory__Mouth,24,128,100
870,/997/8/343/1065/771/987/880/,Dorsal tegmental nucleus,DTN,Pons__Motor_related,255,186,134
872,/997/8/567/688/695/315/500/985/882/,"Primary motor area, Layer 6b",MOp6b,Isocortex__Motor__Primary,31,157,90
874,/997/1009/991/768/884/,amygdalar capsule,amc,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
878,/997/8/567/688/695/315/922/888/,"Perirhinal area, layer 2/3",PERI2/3,Isocortex__Perirhinal,14,150,132
879,/997/8/567/688/695/315/453/322/353/889/,"Primary somatosensory area, nose, layer 6a",SSp-n6a,Isocortex__Somatosensory__Nose,24,128,100
883,/997/8/567/688/695/315/453/378/893/,"Supplemental somatosensory area, layer 6b",SSs6b,Isocortex__Somatosensory__Supplemental,24,128,100
