cluster_alias,neurotransmitter,supercluster,cluster,subcluster
458,GABA,LAMP5-LHX6 and Chandelier,LLC_268,LLC_268_458
459,GABA,LAMP5-LHX6 and Chandelier,LLC_268,LLC_268_459
460,GABA,LAMP5-LHX6 and Chandelier,LLC_268,LLC_268_460
461,GABA,LAMP5-LHX6 and Chandelier,LLC_271,LLC_271_461
462,GABA,LAMP5-LHX6 and Chandelier,LLC_271,LLC_271_462
463,GABA,LAMP5-LHX6 and Chandelier,LLC_269,LLC_269_463
464,GABA,LAMP5-LHX6 and Chandelier,LLC_269,LLC_269_464
465,GABA,LAMP5-LHX6 and Chandelier,LLC_269,LLC_269_465
466,GABA,LAMP5-LHX6 and Chandelier,LLC_269,LLC_269_466
467,GABA,LAMP5-LHX6 and Chandelier,LLC_269,LLC_269_467
468,GABA,LAMP5-LHX6 and Chandelier,LLC_268,LLC_268_468
469,GABA,LAMP5-LHX6 and Chandelier,LLC_268,LLC_268_469
470,GABA,LAMP5-LHX6 and Chandelier,LLC_273,LLC_273_470
471,GABA,LAMP5-LHX6 and Chandelier,LLC_273,LLC_273_471
472,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_472
473,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_473
474,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_474
475,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_475
476,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_476
477,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_477
478,GABA VGLUT3,LAMP5-LHX6 and Chandelier,LLC_267,LLC_267_478
479,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_479
480,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_480
481,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_481
482,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_482
483,GABA,CGE interneuron,CGE_296,CGE_296_483
484,GABA,CGE interneuron,CGE_296,CGE_296_484
485,GABA,CGE interneuron,CGE_296,CGE_296_485
486,GABA,CGE interneuron,CGE_296,CGE_296_486
487,GABA,CGE interneuron,CGE_296,CGE_296_487
488,GABA,CGE interneuron,CGE_296,CGE_296_488
489,GABA,CGE interneuron,CGE_296,CGE_296_489
490,GABA,CGE interneuron,CGE_296,CGE_296_490
491,GABA,CGE interneuron,CGE_295,CGE_295_491
492,GABA,CGE interneuron,CGE_295,CGE_295_492
493,GABA,CGE interneuron,CGE_295,CGE_295_493
494,GABA,CGE interneuron,CGE_295,CGE_295_494
495,GABA,CGE interneuron,CGE_295,CGE_295_495
496,GABA,CGE interneuron,CGE_289,CGE_289_496
497,GABA,CGE interneuron,CGE_295,CGE_295_497
498,GABA,CGE interneuron,CGE_295,CGE_295_498
499,GABA,CGE interneuron,CGE_295,CGE_295_499
500,GABA,CGE interneuron,CGE_295,CGE_295_500
501,GABA,CGE interneuron,CGE_294,CGE_294_501
502,GABA,CGE interneuron,CGE_294,CGE_294_502
503,GABA,CGE interneuron,CGE_294,CGE_294_503
504,GABA,CGE interneuron,CGE_294,CGE_294_504
505,GABA,CGE interneuron,CGE_293,CGE_293_505
506,GABA,CGE interneuron,CGE_294,CGE_294_506
507,GABA,CGE interneuron,CGE_293,CGE_293_507
508,GABA,CGE interneuron,CGE_293,CGE_293_508
509,GABA,CGE interneuron,CGE_294,CGE_294_509
510,GABA,CGE interneuron,CGE_294,CGE_294_510
511,GABA,CGE interneuron,CGE_294,CGE_294_511
512,GABA,CGE interneuron,CGE_294,CGE_294_512
513,GABA,CGE interneuron,CGE_294,CGE_294_513
514,GABA,CGE interneuron,CGE_290,CGE_290_514
515,GABA,CGE interneuron,CGE_290,CGE_290_515
516,GABA,CGE interneuron,CGE_293,CGE_293_516
517,GABA,CGE interneuron,CGE_293,CGE_293_517
518,GABA,CGE interneuron,CGE_293,CGE_293_518
519,GABA,CGE interneuron,CGE_293,CGE_293_519
520,GABA,CGE interneuron,CGE_293,CGE_293_520
521,GABA,CGE interneuron,CGE_293,CGE_293_521
522,GABA,CGE interneuron,CGE_289,CGE_289_522
523,GABA,CGE interneuron,CGE_289,CGE_289_523
524,GABA,CGE interneuron,CGE_289,CGE_289_524
525,GABA,CGE interneuron,CGE_289,CGE_289_525
526,GABA,CGE interneuron,CGE_289,CGE_289_526
527,GABA,CGE interneuron,CGE_289,CGE_289_527
528,GABA,CGE interneuron,CGE_289,CGE_289_528
529,GABA,CGE interneuron,CGE_289,CGE_289_529
530,GABA,CGE interneuron,CGE_289,CGE_289_530
531,GABA,CGE interneuron,CGE_291,CGE_291_531
532,GABA,CGE interneuron,CGE_290,CGE_290_532
533,GABA,CGE interneuron,CGE_290,CGE_290_533
534,GABA,CGE interneuron,CGE_290,CGE_290_534
535,GABA,CGE interneuron,CGE_290,CGE_290_535
536,GABA,CGE interneuron,CGE_290,CGE_290_536
537,GABA,CGE interneuron,CGE_290,CGE_290_537
538,GABA,CGE interneuron,CGE_290,CGE_290_538
539,GABA,CGE interneuron,CGE_291,CGE_291_539
540,GABA,CGE interneuron,CGE_291,CGE_291_540
541,GABA,CGE interneuron,CGE_291,CGE_291_541
542,GABA,CGE interneuron,CGE_291,CGE_291_542
543,GABA,CGE interneuron,CGE_291,CGE_291_543
544,GABA,CGE interneuron,CGE_291,CGE_291_544
545,GABA,CGE interneuron,CGE_284,CGE_284_545
546,GABA,CGE interneuron,CGE_284,CGE_284_546
547,GABA,CGE interneuron,CGE_284,CGE_284_547
548,GABA,CGE interneuron,CGE_284,CGE_284_548
549,GABA,CGE interneuron,CGE_284,CGE_284_549
550,GABA,CGE interneuron,CGE_284,CGE_284_550
551,GABA,CGE interneuron,CGE_284,CGE_284_551
552,GABA,CGE interneuron,CGE_284,CGE_284_552
553,GABA,CGE interneuron,CGE_284,CGE_284_553
554,GABA,CGE interneuron,CGE_284,CGE_284_554
555,GABA,CGE interneuron,CGE_284,CGE_284_555
556,GABA,CGE interneuron,CGE_286,CGE_286_556
557,GABA,CGE interneuron,CGE_286,CGE_286_557
558,GABA,CGE interneuron,CGE_283,CGE_283_558
559,GABA,CGE interneuron,CGE_283,CGE_283_559
560,GABA,CGE interneuron,CGE_283,CGE_283_560
561,GABA,CGE interneuron,CGE_283,CGE_283_561
562,GABA,CGE interneuron,CGE_283,CGE_283_562
563,GABA,CGE interneuron,CGE_282,CGE_282_563
564,GABA,CGE interneuron,CGE_282,CGE_282_564
565,GABA,CGE interneuron,CGE_282,CGE_282_565
566,GABA,CGE interneuron,CGE_282,CGE_282_566
567,GABA,CGE interneuron,CGE_282,CGE_282_567
568,GABA,CGE interneuron,CGE_282,CGE_282_568
569,GABA,CGE interneuron,CGE_282,CGE_282_569
570,GABA,CGE interneuron,CGE_282,CGE_282_570
571,GABA,CGE interneuron,CGE_282,CGE_282_571
572,GABA,CGE interneuron,CGE_292,CGE_292_572
573,GABA,CGE interneuron,CGE_292,CGE_292_573
574,GABA,CGE interneuron,CGE_292,CGE_292_574
575,GABA,CGE interneuron,CGE_292,CGE_292_575
576,GABA,CGE interneuron,CGE_292,CGE_292_576
577,GABA,CGE interneuron,CGE_292,CGE_292_577
578,GABA,CGE interneuron,CGE_292,CGE_292_578
579,GABA,CGE interneuron,CGE_292,CGE_292_579
580,GABA,CGE interneuron,CGE_280,CGE_280_580
581,GABA,CGE interneuron,CGE_280,CGE_280_581
582,GABA,CGE interneuron,CGE_280,CGE_280_582
583,GABA,CGE interneuron,CGE_280,CGE_280_583
584,GABA,CGE interneuron,CGE_280,CGE_280_584
585,GABA,CGE interneuron,CGE_280,CGE_280_585
586,GABA,CGE interneuron,CGE_280,CGE_280_586
587,GABA,CGE interneuron,CGE_280,CGE_280_587
588,GABA,CGE interneuron,CGE_285,CGE_285_588
589,GABA,CGE interneuron,CGE_281,CGE_281_589
590,GABA,CGE interneuron,CGE_281,CGE_281_590
591,GABA,CGE interneuron,CGE_281,CGE_281_591
592,GABA,CGE interneuron,CGE_281,CGE_281_592
593,GABA,CGE interneuron,CGE_281,CGE_281_593
594,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_594
595,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_595
596,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_596
597,GABA,Splatter,Splat_428,Splat_428_597
598,GABA,CGE interneuron,CGE_293,CGE_293_598
599,GABA,CGE interneuron,CGE_294,CGE_294_599
600,GABA,CGE interneuron,CGE_285,CGE_285_600
601,GABA,CGE interneuron,CGE_285,CGE_285_601
602,GABA,CGE interneuron,CGE_285,CGE_285_602
603,GABA,CGE interneuron,CGE_285,CGE_285_603
604,GABA,CGE interneuron,CGE_285,CGE_285_604
605,GABA,CGE interneuron,CGE_285,CGE_285_605
606,GABA,CGE interneuron,CGE_285,CGE_285_606
607,GABA,CGE interneuron,CGE_285,CGE_285_607
608,GABA,CGE interneuron,CGE_285,CGE_285_608
609,GABA,CGE interneuron,CGE_285,CGE_285_609
610,GABA,CGE interneuron,CGE_285,CGE_285_610
611,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_611
612,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_612
613,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_613
614,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_614
615,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_615
616,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_616
617,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_617
618,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_618
619,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_619
620,GABA VGLUT3,CGE interneuron,CGE_279,CGE_279_620
621,GABA,CGE interneuron,CGE_294,CGE_294_621
622,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_622
623,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_623
624,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_624
625,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_625
626,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_626
627,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_627
628,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_628
629,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_629
630,GABA VGLUT3,CGE interneuron,CGE_276,CGE_276_630
631,GABA,CGE interneuron,CGE_285,CGE_285_631
632,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_632
633,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_633
634,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_634
635,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_635
636,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_636
637,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_637
638,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_638
639,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_639
640,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_640
641,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_641
642,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_642
643,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_643
644,GABA VGLUT3,CGE interneuron,CGE_278,CGE_278_644
645,GABA VGLUT3,CGE interneuron,CGE_277,CGE_277_645
646,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_646
647,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_647
648,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_648
649,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_649
650,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_650
651,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_651
652,GABA,Midbrain-derived inhibitory,Midi_433,Midi_433_652
653,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_653
654,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_654
655,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_655
656,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_656
657,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_657
658,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_658
659,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_659
660,GABA,Midbrain-derived inhibitory,Midi_438,Midi_438_660
661,GABA,Midbrain-derived inhibitory,Midi_435,Midi_435_661
662,GABA,Midbrain-derived inhibitory,Midi_438,Midi_438_662
663,GABA,Midbrain-derived inhibitory,Midi_438,Midi_438_663
664,GABA,Midbrain-derived inhibitory,Midi_435,Midi_435_664
665,GABA,Midbrain-derived inhibitory,Midi_435,Midi_435_665
666,GABA,Midbrain-derived inhibitory,Midi_435,Midi_435_666
667,GABA,Midbrain-derived inhibitory,Midi_434,Midi_434_667
668,GABA,Midbrain-derived inhibitory,Midi_434,Midi_434_668
669,GABA,Midbrain-derived inhibitory,Midi_434,Midi_434_669
670,GABA,Midbrain-derived inhibitory,Midi_434,Midi_434_670
671,GABA,Midbrain-derived inhibitory,Midi_434,Midi_434_671
672,GABA,Midbrain-derived inhibitory,Midi_434,Midi_434_672
673,GABA,Midbrain-derived inhibitory,Midi_435,Midi_435_673
674,GABA,Midbrain-derived inhibitory,Midi_435,Midi_435_674
675,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_675
676,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_676
677,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_677
678,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_678
679,GABA,Midbrain-derived inhibitory,Midi_437,Midi_437_679
680,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_680
681,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_681
682,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_682
683,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_683
684,GABA,Midbrain-derived inhibitory,Midi_437,Midi_437_684
685,GABA,Midbrain-derived inhibitory,Midi_437,Midi_437_685
686,GABA,Midbrain-derived inhibitory,Midi_437,Midi_437_686
687,GABA,Midbrain-derived inhibitory,Midi_437,Midi_437_687
688,GABA,Midbrain-derived inhibitory,Midi_437,Midi_437_688
689,GABA,Midbrain-derived inhibitory,Midi_439,Midi_439_689
690,GABA,Midbrain-derived inhibitory,Midi_440,Midi_440_690
691,GABA,Midbrain-derived inhibitory,Midi_438,Midi_438_691
692,GABA,Midbrain-derived inhibitory,Midi_440,Midi_440_692
693,GABA,Midbrain-derived inhibitory,Midi_440,Midi_440_693
694,GABA,Midbrain-derived inhibitory,Midi_440,Midi_440_694
695,GABA,Midbrain-derived inhibitory,Midi_441,Midi_441_695
696,GABA,Midbrain-derived inhibitory,Midi_441,Midi_441_696
697,GABA,Midbrain-derived inhibitory,Midi_441,Midi_441_697
698,GABA,Midbrain-derived inhibitory,Midi_441,Midi_441_698
699,GABA,Midbrain-derived inhibitory,Midi_441,Midi_441_699
700,GABA,Midbrain-derived inhibitory,Midi_442,Midi_442_700
701,GABA,Midbrain-derived inhibitory,Midi_442,Midi_442_701
702,GABA,Midbrain-derived inhibitory,Midi_443,Midi_443_702
703,GABA,Midbrain-derived inhibitory,Midi_443,Midi_443_703
704,GABA,Midbrain-derived inhibitory,Midi_443,Midi_443_704
705,GABA,Midbrain-derived inhibitory,Midi_444,Midi_444_705
706,GABA,Midbrain-derived inhibitory,Midi_444,Midi_444_706
707,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_707
708,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_708
709,GABA,Midbrain-derived inhibitory,Midi_436,Midi_436_709
710,VGLUT2,Splatter,Splat_313,Splat_313_710
711,VGLUT2,Splatter,Splat_313,Splat_313_711
712,VGLUT2,Splatter,Splat_313,Splat_313_712
713,VGLUT2,Splatter,Splat_313,Splat_313_713
714,VGLUT2,Splatter,Splat_313,Splat_313_714
715,VGLUT1 VGLUT2,Amygdala excitatory,Amex_408,Amex_408_715
716,VGLUT1 VGLUT2,Amygdala excitatory,Amex_408,Amex_408_716
717,VGLUT1 VGLUT2,Amygdala excitatory,Amex_408,Amex_408_717
718,VGLUT1 VGLUT2,Amygdala excitatory,Amex_408,Amex_408_718
719,HDC,Splatter,Splat_432,Splat_432_719
720,HDC,Splatter,Splat_432,Splat_432_720
721,HDC,Splatter,Splat_432,Splat_432_721
722,HDC,Splatter,Splat_432,Splat_432_722
723,HDC,Splatter,Splat_432,Splat_432_723
724,VGLUT2,Splatter,Splat_410,Splat_410_724
725,VGLUT2,Splatter,Splat_410,Splat_410_725
726,SER VGLUT3,Splatter,Splat_397,Splat_397_726
727,SER VGLUT3,Splatter,Splat_397,Splat_397_727
728,SER VGLUT3,Splatter,Splat_397,Splat_397_728
729,SER VGLUT3,Splatter,Splat_397,Splat_397_729
730,VGLUT3,Splatter,Splat_396,Splat_396_730
731,VGLUT3,Splatter,Splat_396,Splat_396_731
732,VGLUT3,Splatter,Splat_396,Splat_396_732
733,VGLUT3,Splatter,Splat_396,Splat_396_733
734,VGLUT3,Splatter,Splat_396,Splat_396_734
735,SER VGLUT3,Splatter,Splat_397,Splat_397_735
736,SER VGLUT3,Splatter,Splat_397,Splat_397_736
737,SER VGLUT3,Splatter,Splat_397,Splat_397_737
738,SER VGLUT3,Splatter,Splat_397,Splat_397_738
739,SER VGLUT3,Splatter,Splat_397,Splat_397_739
740,SER VGLUT3,Splatter,Splat_397,Splat_397_740
741,SER VGLUT3,Splatter,Splat_397,Splat_397_741
742,SER VGLUT3,Splatter,Splat_397,Splat_397_742
743,SER VGLUT3,Splatter,Splat_397,Splat_397_743
744,VGLUT2,Splatter,Splat_335,Splat_335_744
745,VGLUT2,Splatter,Splat_335,Splat_335_745
746,VGLUT2,Splatter,Splat_335,Splat_335_746
747,GABA,Splatter,Splat_351,Splat_351_747
748,GABA,Splatter,Splat_351,Splat_351_748
749,GABA,Splatter,Splat_351,Splat_351_749
750,GABA,Splatter,Splat_351,Splat_351_750
751,GABA,Splatter,Splat_351,Splat_351_751
752,GABA,Splatter,Splat_351,Splat_351_752
753,GABA,Splatter,Splat_393,Splat_393_753
754,GABA,Splatter,Splat_393,Splat_393_754
755,GABA,Splatter,Splat_393,Splat_393_755
756,GABA,Splatter,Splat_393,Splat_393_756
757,GABA,Splatter,Splat_393,Splat_393_757
758,GABA,Splatter,Splat_393,Splat_393_758
759,GABA,Splatter,Splat_393,Splat_393_759
760,GABA,Splatter,Splat_393,Splat_393_760
761,GABA,Splatter,Splat_393,Splat_393_761
762,GABA,Splatter,Splat_393,Splat_393_762
763,GLY VGLUT2,Splatter,Splat_339,Splat_339_763
764,GLY VGLUT2,Splatter,Splat_339,Splat_339_764
765,GLY VGLUT2,Splatter,Splat_339,Splat_339_765
766,GLY VGLUT2,Splatter,Splat_339,Splat_339_766
767,GLY VGLUT2,Splatter,Splat_339,Splat_339_767
768,GABA,Splatter,Splat_362,Splat_362_768
769,GABA,Splatter,Splat_362,Splat_362_769
770,GABA,Splatter,Splat_362,Splat_362_770
771,GABA,Splatter,Splat_392,Splat_392_771
772,GABA,Splatter,Splat_392,Splat_392_772
773,GABA,Splatter,Splat_392,Splat_392_773
774,GABA,Splatter,Splat_354,Splat_354_774
775,GABA,Splatter,Splat_354,Splat_354_775
776,GABA,Splatter,Splat_337,Splat_337_776
777,GABA,Splatter,Splat_423,Splat_423_777
778,VGLUT1 VGLUT2,Lower rhombic lip,LRL_322,LRL_322_778
779,VGLUT1 VGLUT2,Lower rhombic lip,LRL_322,LRL_322_779
780,VGLUT1 VGLUT2,Lower rhombic lip,LRL_322,LRL_322_780
781,VGLUT1 VGLUT2,Lower rhombic lip,LRL_322,LRL_322_781
782,VGLUT1 VGLUT2,Lower rhombic lip,LRL_322,LRL_322_782
783,VGLUT1 VGLUT2,Lower rhombic lip,LRL_315,LRL_315_783
784,VGLUT1 VGLUT2,Lower rhombic lip,LRL_315,LRL_315_784
785,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_785
786,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_786
787,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_787
788,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_788
789,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_789
790,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_790
791,VGLUT1 VGLUT2,Lower rhombic lip,LRL_321,LRL_321_791
792,VGLUT1 VGLUT2,Lower rhombic lip,LRL_321,LRL_321_792
793,VGLUT1 VGLUT2,Lower rhombic lip,LRL_321,LRL_321_793
794,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_794
795,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_795
796,VGLUT1 VGLUT2,Lower rhombic lip,LRL_319,LRL_319_796
797,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_797
798,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_798
799,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_799
800,VGLUT1 VGLUT2,Lower rhombic lip,LRL_319,LRL_319_800
801,VGLUT1 VGLUT2,Lower rhombic lip,LRL_319,LRL_319_801
802,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_802
803,VGLUT1 VGLUT2,Lower rhombic lip,LRL_320,LRL_320_803
804,VGLUT1 VGLUT2,Lower rhombic lip,LRL_318,LRL_318_804
805,VGLUT1 VGLUT2,Lower rhombic lip,LRL_318,LRL_318_805
806,VGLUT1 VGLUT2,Lower rhombic lip,LRL_321,LRL_321_806
807,VGLUT1 VGLUT2,Lower rhombic lip,LRL_317,LRL_317_807
808,VGLUT1 VGLUT2,Lower rhombic lip,LRL_317,LRL_317_808
809,VGLUT1 VGLUT2,Lower rhombic lip,LRL_317,LRL_317_809
810,VGLUT1 VGLUT2,Lower rhombic lip,LRL_316,LRL_316_810
811,VGLUT1 VGLUT2,Lower rhombic lip,LRL_321,LRL_321_811
812,HDC VGLUT2,Splatter,Splat_431,Splat_431_812
813,HDC VGLUT2,Splatter,Splat_431,Splat_431_813
814,HDC VGLUT2,Splatter,Splat_431,Splat_431_814
815,HDC VGLUT2,Splatter,Splat_431,Splat_431_815
816,HDC VGLUT2,Splatter,Splat_431,Splat_431_816
817,HDC VGLUT2,Splatter,Splat_431,Splat_431_817
818,HDC VGLUT2,Splatter,Splat_431,Splat_431_818
819,HDC VGLUT2,Splatter,Splat_431,Splat_431_819
820,HDC VGLUT2,Splatter,Splat_431,Splat_431_820
821,HDC VGLUT2,Splatter,Splat_431,Splat_431_821
822,HDC VGLUT2,Splatter,Splat_431,Splat_431_822
823,VGLUT2,Splatter,Splat_411,Splat_411_823
824,VGLUT2,Splatter,Splat_411,Splat_411_824
825,VGLUT2,Splatter,Splat_411,Splat_411_825
826,VGLUT2,Splatter,Splat_411,Splat_411_826
827,VGLUT2,Splatter,Splat_411,Splat_411_827
828,VGLUT2,Splatter,Splat_411,Splat_411_828
829,VGLUT2,Splatter,Splat_411,Splat_411_829
830,VGLUT2,Splatter,Splat_411,Splat_411_830
831,VGLUT2,Splatter,Splat_411,Splat_411_831
832,GABA VGLUT2,Splatter,Splat_415,Splat_415_832
833,VGLUT2,Splatter,Splat_410,Splat_410_833
834,VGLUT2,Splatter,Splat_410,Splat_410_834
835,VGLUT2,Splatter,Splat_414,Splat_414_835
836,VGLUT2,Splatter,Splat_414,Splat_414_836
837,VGLUT2,Splatter,Splat_410,Splat_410_837
838,VGLUT2,Splatter,Splat_410,Splat_410_838
839,VGLUT2,Splatter,Splat_410,Splat_410_839
840,VGLUT2,Splatter,Splat_410,Splat_410_840
841,VGLUT2,Splatter,Splat_410,Splat_410_841
842,VGLUT2,Splatter,Splat_410,Splat_410_842
843,VGLUT2,Splatter,Splat_410,Splat_410_843
844,VGLUT2,Splatter,Splat_410,Splat_410_844
845,HDC VGLUT2,Splatter,Splat_378,Splat_378_845
846,VGLUT2,Splatter,Splat_382,Splat_382_846
847,VGLUT2,Splatter,Splat_377,Splat_377_847
848,VGLUT2,Splatter,Splat_377,Splat_377_848
849,VGLUT2,Splatter,Splat_377,Splat_377_849
850,VGLUT2,Splatter,Splat_377,Splat_377_850
851,VGLUT2,Splatter,Splat_377,Splat_377_851
852,VGLUT2,Splatter,Splat_377,Splat_377_852
853,HDC VGLUT2,Splatter,Splat_378,Splat_378_853
854,HDC VGLUT2,Splatter,Splat_378,Splat_378_854
855,GABA HDC,Splatter,Splat_417,Splat_417_855
856,GABA VGLUT2,Splatter,Splat_415,Splat_415_856
857,GABA HDC,Splatter,Splat_417,Splat_417_857
858,GABA HDC,Splatter,Splat_417,Splat_417_858
859,GABA VGLUT2,Splatter,Splat_415,Splat_415_859
860,GABA VGLUT2,Splatter,Splat_415,Splat_415_860
861,GABA HDC,Splatter,Splat_417,Splat_417_861
862,GABA,Splatter,Splat_416,Splat_416_862
863,GABA,Splatter,Splat_416,Splat_416_863
864,GABA HDC,Splatter,Splat_417,Splat_417_864
865,GABA,Splatter,Splat_416,Splat_416_865
866,GABA,Splatter,Splat_416,Splat_416_866
867,GABA,Splatter,Splat_416,Splat_416_867
868,GABA,Splatter,Splat_416,Splat_416_868
869,GABA,Splatter,Splat_416,Splat_416_869
870,GLY,Splatter,Splat_349,Splat_349_870
871,VGLUT2,Splatter,Splat_399,Splat_399_871
872,VGLUT2,Splatter,Splat_398,Splat_398_872
873,VGLUT2,Splatter,Splat_399,Splat_399_873
874,VGLUT2,Splatter,Splat_399,Splat_399_874
875,VGLUT2,Splatter,Splat_399,Splat_399_875
876,VGLUT2,Splatter,Splat_399,Splat_399_876
877,VGLUT2,Splatter,Splat_399,Splat_399_877
878,VGLUT2,Splatter,Splat_344,Splat_344_878
879,VGLUT2,Splatter,Splat_399,Splat_399_879
880,VGLUT2,Splatter,Splat_399,Splat_399_880
881,VGLUT2,Splatter,Splat_399,Splat_399_881
882,VGLUT2,Splatter,Splat_399,Splat_399_882
883,VGLUT2,Splatter,Splat_346,Splat_346_883
884,VGLUT2,Splatter,Splat_346,Splat_346_884
885,VGLUT2,Splatter,Splat_346,Splat_346_885
886,VGLUT2,Splatter,Splat_346,Splat_346_886
887,VGLUT2,Splatter,Splat_346,Splat_346_887
888,VGLUT2,Splatter,Splat_346,Splat_346_888
889,VGLUT2,Splatter,Splat_346,Splat_346_889
890,VGLUT2,Splatter,Splat_387,Splat_387_890
891,VGLUT2,Splatter,Splat_387,Splat_387_891
892,VGLUT2,Splatter,Splat_387,Splat_387_892
893,VGLUT2,Splatter,Splat_387,Splat_387_893
894,VGLUT2,Splatter,Splat_387,Splat_387_894
895,GLY,Splatter,Splat_380,Splat_380_895
896,GLY,Splatter,Splat_380,Splat_380_896
897,GLY,Splatter,Splat_380,Splat_380_897
898,GLY,Splatter,Splat_380,Splat_380_898
899,GLY,Splatter,Splat_380,Splat_380_899
900,GLY,Splatter,Splat_380,Splat_380_900
901,GLY,Splatter,Splat_380,Splat_380_901
902,GLY,Splatter,Splat_380,Splat_380_902
903,GLY,Splatter,Splat_380,Splat_380_903
904,GLY,Splatter,Splat_380,Splat_380_904
905,GLY,Splatter,Splat_380,Splat_380_905
906,GLY,Splatter,Splat_380,Splat_380_906
907,GLY,Splatter,Splat_380,Splat_380_907
908,GLY,Splatter,Splat_349,Splat_349_908
909,GLY,Splatter,Splat_349,Splat_349_909
910,GLY,Splatter,Splat_349,Splat_349_910
911,GLY,Splatter,Splat_349,Splat_349_911
